job_title,rating,average,company,reviews,location,desc,datepost
Board Certified Behavior Analyst (BCBA),3.6,0,Achieve Beyond Pediatric Therapy & Autism Services,128,"Queens, NY","Come join a team of passionate therapists providing excellent pediatric therapy to children throughout the United States! Achieve Beyond was founded in 1995 and is continuously growing to meet the needs of developmentally disabled children through our ABA, speech, occupational, and physical therapy .We currently offer our services in the entire metro New York area (including the five boroughs of NYC, Hudson Valley and Long Island) and Albany, New Jersey, Connecticut, the greater Los Angeles area, Florida and the Virginia/ Maryland/ DC area. We specialize in conducting initial evaluations and providing ongoing services in home, community and clinic settings. Achieve Beyond is centered around our culture of collaboration and support to ensure our services are of the highest quality and adhere to our strong ethical standards.
All of our clinicians will have access to the following benefits:
Training and use of our paperless billing and data collection system
Full practice management – we take care of intake, staffing, billing, tracking authorizations, insurance correspondence and maintenance of your certifications, so you are able to focus on providing our children with the best services!
Access to continuing education workshops and trainings (we are an ASHA and BACB ACE provider)
Team-building meetings, events, and trainings
Now Hiring: Fee For Service, Hourly and/or Full Time Board Certified Behavior Analyst (BCBA)
LOCATION: New York City – Manhattan, Queens, Brooklyn, Bronx, Staten Island
JOB RESPONSIBILITIES:
Conduct assessments for children diagnosed with ASD and work with caregivers to create meaningful goals and treatment plans
Design behavior intervention plans
Create functional specific, observable, and measurable goals for behavior therapists and caregivers to implement.
Provide at least 10% direct supervision of behavioral therapists assigned to cases, incorporating behavioral skills training and specific performance feedback while ensuring clinical integrity of the programs.
Clinically review session notes on a regular basis for assigned behavior therapists
Analyze data and implement data-driven program changes
Ensure that progress is generalized and caregivers are active participants in therapy through specific goals, training sessions, and communication.
Conduct reassessments at least twice per year while summarizing data and progress for each client supervised
Regular communication with parents, behavioral therapists, and the Achieve Beyond office is required
Maintain confidentiality of information regarding children and families (in accordance with HIPAA and State & Federal regulations).
Ensure that all programs are socially significant, functional, and lead to independence and happiness!(services, programs, schedule, staff, etc.)
REQUIREMENTS:
Must have a passion for ABA and working with children, families, and therapists!
Master’s Degree in (Behavior Analysis, Special Education, Educational/Health/Human Services, Psychology).
BCBA and LBA REQUIRED
Minimum of one year of ABA client/teacher field supervision
Must be self-motivated, a team player, and exercise patience/professionalism.
Excellent organizational skills with attention to detail.
Compensation depends on experience and will be discussed during the interview process.
NTL2",9
Sales Analyst,4.3,0,Sony Music Entertainment,362,"New York, NY 10010","Overview
The Orchard is a leading music distribution company operating in over 40 markets worldwide – distributing music from independent artists including Ozuna, Skepta, Jorja Smith, John Prine, and Kelsea Ballerini. With cutting edge operations and an unparalleled global team, The Orchard partners with labels of all sizes to make their music and video available across hundreds of digital and physical retailers around the world. At The Orchard, the focus is to provide a comfortable, social and engaging environment to encourage productivity and creativity.

The Orchard, Sales Analyst, Analytics will report to the Director, Analytics and is responsible for analyzing and forecasting all sales and streaming data.
Responsibilities
Provide insights regarding individual releases and overall catalog performance across all music streaming services; provide contextual feedback to be utilized by the sales team
Triage and service all data related requests from the sales team
Serve as a subject matter sales expert for larger modelling projects carried out by the analytics team
Provide general strategy for the US digital and physical Account Management team by using internal tools and systems to provide label, artist, and release analysis
Lead a weekly meeting with the account management team, reviewing priority releases, identifying trending releases to be highlighted with accounts, and helping solidify rollout strategies for to set performance and placement expectations with label partners
Generate streaming and sales forecasts for all priority releases on a weekly basis; develop a system of grading forecasts to monitor and improve accuracy
Build and maintain internal reports and tools for the sales and label management teams to use in their day to day operations
Use visualization software (Looker, Tableau) to conduct case studies and other ad hoc internal analysis with the account management team, as well as provide decks for label and account meetings
Liaise with the Analytics and Data teams to create efficiencies and automate operational processes
Participate in the daily workflow of both the analytics team (daily standup, roadmap planning) and the sales team (marketing meetings, label meetings, etc)
Qualifications
Bachelor’s degree required
Prior experience with forecasting and/or sales analysis in the music industry
Familiarity with current music industry trends surround streaming and sales of recorded music
Excellent time management, organization, and communication skills
Detail oriented with strong analytical skills
Proficient in Nielsen Music Connect, Microsoft Excel, Google Slides
Working familiarity with business intelligence tools, such as Looker, Tableau, etc.
Knowledge of SQL a plus
About The Orchard
The Orchard is a leading music distribution company operating in over 40 markets worldwide. With a comprehensive artist & label services offering including full-service marketing, sync licensing, comprehensive video services, transparent data analysis, advertising, rights management, digital and physical distribution and more, The Orchard empowers creators and businesses to grow and adapt in the dynamic global industry. For further information, visit www.theorchard.com.

The Orchard is committed to providing equal employment opportunity for all persons regardless of age, disability, national origin, race, color, religion, sex, sexual orientation, gender, gender identity or expression, pregnancy, veteran or military status, marital and civil partnership/union status, alienage or citizenship status, creed, genetic information or any other status protected by applicable federal, state, or local law.",14
"Manager, CRM (Salesforce)",4.1,0,West Monroe Partners,17,"New York, NY 10261","Manager, CRM (Salesforce)


1700 Broadway, Suite 1400

New York, New York, 10019

United States


West Monroe isn't a start-up consulting firm, but we act like one.


From day one, our people have the opportunity to make a definitive personal impact for their clients and their careers. What does this mean? It means we seek out the best of the best, and then we challenge them to make us better. We celebrate driven professionals who thrive in a collaborative environment. Our consultants work on the front lines - partnering with clients to deliver game-changing solutions in the most dynamic industries. Sound interesting? Then West Monroe Partners just might be the place for you.


West Monroe's OneCX Approach


At West Monroe Partners, we collaborate across practices and offerings. Within our Customer Experience (CX) practice, we take a OneCX approach by delivering offerings to our clients that are not built in a silo, but are more transformational across teams and capabilities. CX team members get the opportunity to transform our client's customer experience journey through multi-disciplinary solutions including High Performance Contact Center, Salesforce (CRM), and Strategy. As a new hire, you'll gain exposure to other non-core areas within CX, while continuing to build depth and expertise within your specialty.


Think you're up to the challenge?


West Monroe Partners is currently seeking a talented Manager with expertise in CRM business consulting to join our Customer Experience practice in Dallas. The Manager will be responsible for leading project teams gathering requirements, designing solutions, and implementing configurations on Salesforce.com. The Manager also develops methodology and best practices with the national Customer Experience practice team, and actively leads and participates in CRM business development opportunities. The ideal candidates will have a minimum of six years consulting to Fortune 500 and/or middle-market companies and will have lead and managed CRM engagements across several industries.


Here's what you'll be doing:
Serve as act as Project Manager for several key clients responsible for day to day operations on one or more projects.
Communicate and report project status to client leadership and IT management, including budget, risks and general business issues
Report budget and finances
Mentor and manage teams of Junior Consultants to be able to keep project on time as well as review work done by the team.
Understand CRM technologies being used on a project to be able to direct how to design, develop, test, and implement a technical implementation project
Quickly respond to client requests for immediate issues while also being able to drive projects to completion
Analyze each client's specific request and determine the underlying problem and recommend proper solutions
On larger engagements, be able to work with larger management teams and determine independencies between the WMP project and other initiatives
On smaller engagements, be able to work hands on in creating deliverables which could include strategy, design, development, testing application and delivering training
Identify strengths and issues; drive and develop better behavior to create strong consultants
Participate actively in the recruiting process for other consultants
Drive the development and enhancement of WMP's methodologies and approaches to client delivery and provide thought leadership for internal practice development
Coach and manage other consultants and participate actively in the performance expectation process
Participate in business development with prospective clients including solution definition, pre-sales, estimating, negotiating and project planning
Present solutions and proposals to clients and prospects
Understand business needs and requirements and help turn those goals into tangible deliverables including projects and detailed proposals, requirements specifications, design deliverables, status reports and project plans
Create work plans, pricing estimates, and risk assessments for prospects
Actively build a professional network and affiliate network in the local community
Successfully manage alliance relationships
Participate in key client relationships and growing those accounts within Customer
Experience practice and cross selling to other areas within WMP
Other responsibilities:
Manage client relationships and meet with clients to determine business and functional requirements
Assist in re-engineering business operations and system processes around Sales & Marketing, Customer Service, Customer Self-Service, and Partner Channel Management
Lead teams in performing configuration and customization of the Salesforce.com platform, including templates and best practices specific to Private Equity/Alternative Investment,
Asset Management, and Banking/Credit Unions
Participate in and/or lead efforts to develop and execute testing, training and documentation
Facilitate effective change management programs within the client organization including creating and administering communication plans to promote end-user adoption
Act as a user advocate to ensure overall system usability and adoption
Here's what you'll need to bring to the table:
Experienced candidates must have 6+ years of experience working for a consulting firm or a professional services division of a software company in a business analyst/consulting manager role
Experienced candidates must have at least 2-3 years of hands-on experience working on the Salesforce.com platform
Experience in leading and delivering end to end solution which could include strategy, design, development, testing and training
Candidates will be considered for depth on other CRM packages (Microsoft CRM, SAP CRM, SalesLogix, Oracle On-Demand , and the like)
Excellent organizational, verbal, presentation/facilitation and written communication skills
Ability to work well with people including project stakeholders and project team members
Proactive desire to continue to broaden and deepen business and consulting skills
Ability to work both independently and within a team environment backed up by strong communication skills
So, if you're looking for an opportunity to flex your technical muscles in a high-energy, team-oriented environment where you own your career, we'd love to hear from you.


Think you've got what it takes? Join our team and make us better.


.


West Monroe Partners is an Equal Employment Opportunity Employer -

We believe in treating each employee and applicant for employment fairly and with dignity. We base our employment decisions on merit, experience, and potential, without regard to race, color, national origin, sex, sexual orientation, gender identity, marital status, age, religion, disability, veteran status, or any other characteristic prohibited by federal, state or local law.",2
Sales Marketing Operations Analyst,3,0,VROOM,27,"New York, NY","Vroom.com is a venture-backed, fast-growing start-up focused on revolutionizing the car buying experience. Our approach is unique in that we recondition pre-owned vehicles to a high standard, sell online, and deliver anywhere across the US. We have experienced tremendous growth in our first 5 years of operation and have become a disruptive force in the automotive industry. Vroom is an exciting, accelerating workplace, and there's no better time to join the team than right now.

Vroom is seeking a Strategic Marketing Operations Analyst with the ability to combine a top-notch subjective understanding of sales operations with objective data to generate consistently exceptional budgets, reports, presentations, and opinions while improving operational efficiency. The Strategic Marketing Operations Analyst is expected to make significant contributions to the success of Vroom by enabling executives and team leaders to make better business decisions and will work closely with them to evaluate, plan, execute and measure strategic business initiatives.

To succeed, you will need to develop creative solutions to abstract strategic problems, deliver your work in a clear and compelling format, and balance big picture thinking with exceptional attention to detail. This position requires a driven self-starter who is able to work comfortably with stakeholders across the organization, take tasks from start to finish and someone who enjoys working in a fast-paced, challenging environment.

Responsibilities
Contribute to and own sales operations analytics strategy and execution with a focus on call center sales and processes
Develop and produce reports and analysis on financial and operational data, KPIs, and trends
Work with key stakeholders to review and present weekly and monthly performance analysis, helping to identify weaknesses and opportunities, as well as solutions for both.
Run any ad hoc / ‘what if’ analysis informed by operational and financial analytics; including in-depth impact of new processes and products, vendor expenses or headcount projections
Own weekly workforce staffing and management forecasting metrics to deliver high converting and cost effective call center sales and finance operations (partnering with external call center vendors or internal call center partners).
Lead and contribute to business case development of new initiatives and product roadmap to evolve sales operations efficiency
Manage all budgets and associated auditing and reconciliation associated with third party vendor sales call center(s)
Constantly maintain an understanding of both the fine details, and abstract implications, of the above types of workDevelop and execute strategy to tap into a vast array and quantity of Voice of Customer and Voice of Business (e.g. call center sales agents) to identify and inform priorities the opportunity for, and aid in the execution of projects that will help increase sales conversion, expand margin, cut costs, and otherwise improve our bottom line.
Qualifications
Bachelor’s degree required, preferably in a business discipline in accounting or finance2 to 4 years of experience in sales operations or a financial role
High aptitude using CRMs and SalesForceStart up experience a plus
Substantial experience with financial modeling and proficiency in Excel
Superior analytical, critical thinking and quantitative skills
Ability to forge strong relationships with business partners at all levels of the organization
Drive for results & high sense of urgency
Ability to multi-task & prioritize
Ability to present and story-tell complicated information in a simple and easy to understand manner to all levels of management
Rigorous attention to detail
Excellent oral and written communication skills
Flexibility (open to change) and ability to learn on the fly
Familiarity with Looker or Tableau a plusA combination of EQ and IQ – always balancing creativity, situational awareness and objective information
Ability to take on, and succeed with, a diverse array of projects that require varying skills and approaches
Appetite to take on increased responsibility and grow career quickly
Create order out of chaos
Benefits

This full-time role offers competitive compensation; health, dental, and vision insurance through United Healthcare; a 401k plan; fully company-paid short term disability, long term disability, and life insurance; access to a healthcare concierge service with virtual visits; and 15 annualized days of paid vacation.

But our biggest benefit is being part of a low-ego, high performing team that's transforming the used car market into a modern, online and data-driven industry. We are looking for people who want to be a part of a contemporary startup culture. What gets us out of bed is working with talented people on a mission that matters.

To Apply

If you think you might be who we’re looking for, apply below with your resume and a cover letter telling us why you think you’d be a great addition to the team.",30
"Sr. Analyst, Ad Sales Strategy",4,0,NBCUniversal,2,"New York, NY","NBCU Sales Strategy is responsible for designing and execution of strategic sales initiatives in the NBCU Digital Partnerships team along with the wider Ad Sales organization. They are the primary liaisons between individual NBCU brands sales and strategy teams, and the digital partners (e.g.: Apple, YouTube, Snap, etc.). Acting as strategic consultants to our sellers, this small, but dynamic team supports the needs of both the sales teams and the individual brands across a wide range of dimensions including product innovation, sales optimization, go-to-market strategies, budgeting and planning analyses, and market insights and sales team education.

Duties and Responsibilities

The team has four key areas of responsibility:

Enhance relationships with current Digital Partners
Evaluate and support high-impact strategic projects across digital partners
Perform detailed account, category, regional, site and deal-specific performance analyses and track and monitor vertical-specific KPIs to identify areas of opportunity for growth and innovation
Work closely with cross functional areas of business (Planning/ Marketing/ Sales/ Strategy/ Research/ Operations) to ensure seamless execution of initiatives and smooth operation of business as usual processes

Assist in development of back-end data dashboards for use by Sales, Finance, Sr. Mgmt
Work closely with Ad Ops group to assist in development of day-to-day reporting tools for timely performance reviews on current partners
Use and maintain an in-depth understanding of key ad sales and planning systems (e.g. Salesforce, NBCU Internal budgeting systems) and tools

Expansion to new Partners
Work with Strategy leadership team in evaluating new opportunities by creating financial models aided by industry insights
Conduct competitive market analysis for digital advertising and synthesize, distill and socialize key trends that influence areas of growth and risk for the organization

Corporate planning and communication
Work cross-functionally to coordinate annual budget and long-range planning activities for the digital partnerships team
Play an active role in the analysis and planning of the annual Upfront to support different NBCU brands/verticals

Qualifications/Requirements
Qualifications

Bachelor’s degree requiredA minimum of 2 years of experience at either a leading investment bank, management consulting firm or in strategy/finance role at a major TMT corporationExcel power user; Other data visualization, language skills a plus (Tableau, R, Python, etc.)Exceptional verbal and written communication skillsOutstanding interpersonal & networking skillsAbility to travel as required from time to time
Eligibility Requirements

Interested candidates must submit a resume/CV through nbcunicareers.com to be consideredMust be willing to work in [New York, NY]Willingness to travel and work overtimeMust have unrestricted work authorization to work in the United StatesMust be 18 years or older
Desired Characteristics
Analytically-driven thought leader who can perform business analysis and real-time tactical execution of priority initiativesStrong interest in digital/social media; Understanding of ad technology a plusExceptional, results-driven and focused individual, combining a quantitative outlook with the ability to organize stakeholders from across vertical and wider portfolioPassion for diving into complex concepts, defining value propositions and championing the voice of sales throughout the Digital Partnerships teamFlexible, able to deal with ambiguity and comfortable working in a fast paced, results oriented environment, and aligning the interests of multiple stakeholdersSelf-starter who can perform independently and proactively while working in a collaborative team environmentSolutions-oriented
Sub-BusinessAd Sales Business Operations & Strategy
Career Level
Experienced
CityNew York
State/Province
New York
CountryUnited States
About Us
At NBCUniversal, we believe in the talent of our people. It’s our passion and commitment to excellence that drives NBCU’s vast portfolio of brands to succeed. From broadcast and cable networks, news and sports platforms, to film, world-renowned theme parks and a diverse suite of digital properties, we take pride in all that we do and all that we represent. It’s what makes us uniquely NBCU. Here you can create the extraordinary. Join us.
Notices
NBCUniversal’s policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law. NBCUniversal will consider for employment qualified applicants with criminal histories in a manner consistent with relevant legal requirements, including the City of Los Angeles Fair Chance Initiative For Hiring Ordinance, where applicable.",30
Sales Operations Analyst,,0,,,,"Sales Operations Analyst
Full-time, New York City
Are you ready for a new challenge?


Celonis is the leader in business transformation software, turning process insights into action with The Celonis Intelligent Business Cloud, built on the process mining technology it pioneered. For Global 2000 companies, transforming to an intelligent enterprise has become a key strategic priority. Celonis disrupted what had previously been a manual, time-consuming and expensive consulting-driven approach to jump-start and operationalize change in transformation initiatives. Companies around the world including Siemens, L’Oreal, Uber, 3M, and BMW rely on Celonis technology to guide action and drive change to business processes, resulting in millions of dollars saved and an improved experience for their customers. Headquartered in Munich, Germany and New York, New York, Celonis has grown 5,000% in 4 years and 300% in the past year. Valuated at over $1Billion, Celonis received $27.6M Series A in June 2016 and $50M Series B funding in June 2018 from investors Accel and 83 North. In addition to its offices in the UK, Netherlands, and Japan, Celonis is expanding US offices in New York, San Francisco, Raleigh, Ann Arbor, as well as Latin America.


As our Sales Operations Analyst you will leverage sales data and insights to drive revenue growth and operational efficiency of the America’s Sales organization.

RESPONSIBILITIES...
Innovate how we leverage Sales Data by plugging it into our Celonis process mining technology to uncover trends, influence action, and improve accountability.
Create sales reporting, trend analysis and dashboards for our sales teams and management working with Salesforce and other similar systems and data.
Collaborate cross functionally with different departments to solve / scale sales solutions
Automate inefficient processes within our team and broader Sales infrastructure
Drive data integrity efforts, in partnership with the Salesforce operations team, across Salesforce and related integrations.
Help improve forecasting accuracy.
Celonis is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. Different makes us better.
REQUIREMENTS...
Bachelor’s Degree with a business / quantitative focus or equivalent experience.
2+ years working in Sales Strategy, Sales Operations, Business Intelligence and/or Consulting.
Understanding of Sales KPI’s and what drives business outcomes.
You are a problem solver - you have the intuition to identify inefficiencies and take initiative to solve them.
You are a rockstar with Excel, SQL, and BI tools.
You have a structured, data driven approach to business problem solving.
Deep understanding of data, hierarchies and relationships, and how they relate to business metrics and KPIs.
High degree of drive and self-motivation with ability to work autonomously or with multiple stakeholders to solve problems.
Understand how business process impacts reporting.
Excellent organizational and prioritization skills with attention to detail, and ability to work on many tasks concurrently.

Interested? !
Taylor Hughes | Talent Acquisition Manager

114 West 41st Street, New York, NY 10036

t.hughes@celonis.com
www.celonis.com/careers/",30
"Data Analyst - News Partnerships, Media Partnerships",4.2,0,Facebook,494,"New York, NY 10017","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started.
Facebook is seeking an experienced data and research professional to provide data driven insights around how News media partners can leverage Facebook's products to perform successfully. The position will drive key strategic data initiatives and market analysis, as well as providing actionable recommendations around optimizing partners performance in the News ecosystem. The role will be part of our News Partner Solutions team and is based at the Facebook New York.
RESPONSIBILITIES
Drive research and measurement strategy and manage prioritization of initiatives across internal and external stakeholders
Be able to interpret data and structure analyses to identify trends and actionable insights to drive strategic partnerships and industry communications
Build/maintain reports, dashboards and metrics to monitor the team's key performance indicators
Work with global team to scale programs
Deliver insights and make recommendations to partners
Work closely with Partner Solutions Managers and Strategic Partner Managers to educate and act as a consultant for internal stakeholders, scale data analysis in the region
Ability to analyze data to tell a story and make recommendations
Query internal data and provide ongoing reporting/analysis about News partners and ecosystem performance for new product launches or company priorities
Build dashboards to support News Media Partnerships, both within the US and globally
Analyze and segment partners to better understand our ecosystem and allocate resources
Create and manage data pipelines to aggregate data for News Media Partnerships team
Manage requests and priorities while creating presentations for internal use with cross-functional teams
Work with other analysts to understand how major media publishers, journalists, and the News industry are using Facebook and Instagram to connect and share with people around the world
MINIMUM QUALIFICATIONS
BA/BS degree or higher
5+ years experience, including leading research/measurement projects
Experience working in Hadoop/Hive, SQL and Excel to drive analysis and reporting of trends
Experience working independently and a track record of taking initiative
Communication and presentation experience
Experience thinking strategically about issues, leading to recommendations and action plans
Experience working cross-functionally with all levels of management, both internally and externally
PREFERRED QUALIFICATIONS
Understanding of Tableau or similar software and experience with a statistical programming language (R, python, etc.)
Understanding of Comscore and other digital analytics tools
Experience in a consumer technology and/or media company
Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com.",30
CRM Data Analyst,,0,,,,,30
"Business Analyst, Global Business Development",4.3,0,Sony Music Entertainment,362,"New York, NY 10010","Overview
Sony Music Entertainment is a global recorded music company with a roster of current artists that includes a broad array of both local artists and international superstars, as well as a vast catalogue that comprises some of the most important recordings in history. It is part of a portfolio of Sony brands creating blockbuster films, consumer-friendly electronics, and innovative technology.
At Sony Music Entertainment, we are passionate about helping our artists succeed in an industry that sees constant change and innovation. The Global Business Development team is on the front lines, ensuring that we make the most of our relationships with major digital distribution partners, and also work with the most exciting music startups around the world. We strive to be ahead of the curve, negotiate deals that create value for artists and shape how customers connect with the music they love.

The Business Analyst position is a critical part of SME’s Global Digital Business Development team and the role will focus on analyzing new and existing digital revenue opportunities and making recommendations to drive SME’s digital strategy. This is a rare opportunity to have deep insight into – and influence on – the digital future of the music business.

Sony Music is committed to providing equal employment opportunity for all persons regardless of age, disability, national origin, race, color, religion, sex, sexual orientation, gender, gender identity or expression, pregnancy, veteran or military status, marital and civil partnership/union status, alienage or citizenship status, creed, genetic information or any other status protected by applicable federal, state, or local law.
Responsibilities
Conduct business case and deal scenario modelling and analysis in support of deal negotiations handled by colleagues based out of New York and London across a range of potential commercial partnerships—from seed-level start-ups to SME’s core partners and major industry players
Work with other business analysts in the team to create, maintain, and improve tools tracking market data and key deal parameters across SME’s major partners globally
Identify and analyze new business models that result in new revenue streams for SME
Identify opportunities to collect, process and surface data to improve efficiencies and collaboration across the Global Business Development team and beyond
Present data-driven recommendations to the Global Business Development teams in New York and London
Interface with SME’s local teams around the world to collect and share data and insights for analysis
Conduct research and assist with creation of presentation materials for senior management across a broad range of projects
Qualifications
Undergraduate degree and 1-2 years’ experience post-grad
Outstanding analytical and quantitative skills
Excellent Excel proficiency is essential, knowledge of business intelligence and / or data visualization tools (e.g., Tableau) recommended
Proven experience in financial analysis and modelling in presenting outcomes clearly, thoroughly and concisely
Strong people and communication skills, and an ability to work collaboratively, with both business analysts and internal SME teams
Time management skills that enable you to juggle multiple priorities at once and execute on action plans within defined timelines
Passion for music and for the digital media sector a must.
Preferred experience in one or more of the following industries
Management consulting
Investment banking
Corporate finance at a large, international group
Economic research
A digital media company in a comparable position that required extensive data analysis work",8
Sales Operations Analyst,4.3,0,Alloy,8,"New York, NY 10001",,8
"Data Analyst Lead, Global Business Marketing",4.2,0,Facebook,494,"New York, NY 10017","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started.
We are seeking an analytical, process/detail-oriented analyst who can partner effectively with the leadership within Global Business Marketing. The Analyst will work cross-functionally with several teams at Facebook (including marketing, operations, software engineering, and data engineering), with the objective of driving Global Business Marketing’s effective, analytically driven, and strategic growth and innovation. This role will have the opportunity to work across several verticals such as Gaming, Sports, Media, and Journalism. This individual will work across multiple focus areas including web, media, and face to face events analytics. This is an individual contributor role that requires exceptional analytical skills, a background in data-driven decision-making, and strong partner and communication skills. The candidate will have an analytical background and experience in managing data pipelines and dashboards, ability to make recommendations based on imperfect data pulled from multiple sources (internal and external), strong business intuition to guide their analysis, and ability to work both independently and cross-functionally. The ideal candidate will be passionate about Facebook, view the world through an analytical lens, be interested in a broad range of performance and marketing data, be intellectually curious, learn quickly, and be able to move fast while maintaining focus on high-impact projects. This is a full-time position and is located in our Menlo Park, California office.
RESPONSIBILITIES
Develop a deep understanding of existing business using data to build insights about our advertisers, products and competitors
Create, maintain, and improve key data sets, pipelines and reporting to track and manage Facebook Global Business Marketing's activities
Develop new and iterate on existing dashboards and reporting tools to automate reporting
Drive consistency in execution to maintain and improve reporting and analytical quality
Work with Digital Marketing stakeholders to provide analytical support for ongoing needs and large initiatives
Effectively communicate complex analytical concepts to non technical stakeholders to drive data driven decision making
Provide business analytic strength to help drive initiatives critical to ongoing growth
Conduct insightful analysis using internal and external data (e.g. revenue, product, market, industry) to derive insights that will drive business decisions
Focus on process and continuous improvement of core projects through automation and process enhancement
Analyze current channel, vertical, and sub-vertical performance and identify levers for driving revenue growth
Drive operational excellence in the marketing organization through identification and execution of opportunity areas that create efficiency, remove obstacles, or create improved processes and approaches to the business
Ability to synthesize impact on financials/economics on our business and provide business analytic strength to help drive initiatives critical to ongoing growth
Project manage improvements to drive higher efficiencies in day-to-day operations using a data-driven approach
MINIMUM QUALIFICATIONS
BA/BS in Engineering, Statistics/Math, Business or related field
6+ years of work experience in Marketing or Web Analytics, or 4+ years experience with MBA/Master's degree
2+ years of experience in SQL
2+ years of statistical experience (creating attribution models, A/B tests or lift analysis)
Experience with a scripting/templating language (ex. Python, JavaScript, JINJA)
Demonstrated experience problem solving and providing business insights and recommendations from data
Demonstrated experience in presenting technical content across different stakeholder audiences
Excel and Tableau experience
PREFERRED QUALIFICATIONS
MBA or graduate degree in a quantitative field
Ability to manage multiple concurrent projects and drive initiatives in a cross-functional environment
Experience or familiarity with CRM platforms (ex. Salesforce, Oracle CRM, SAP CRM)
Experience with online advertising
Knowledge of other programming languages
Experience working with or in support of diverse communities
Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com.",30
"Business Intelligence Analyst, Entertainment Content",3.9,0,CBS,1,"New York, NY 10176","Business Intelligence Analyst, Entertainment Content
REF#: 35230
CBS BUSINESS UNIT: CBS Interactive
JOB TYPE: Full-Time Staff
JOB SCHEDULE:
JOB LOCATION: New York, NY
ABOUT US:
CBS Interactive is the premier online content network for information and online operations of CBS Corporation as well as some of the top native digital brands in the entertainment industry. Our brands dive deep into the things people care about across entertainment, technology, news, games, business and sports. With over 1 billion users visiting our properties every quarter, we are a global top 10 web property and one of the largest premium content networks online.
Check us out on [1] The Muse, [2] Instagram and [3] YouTube for an inside look into 'Life At CBSi' through employee testimonials, office photos and company updates.
References
Visible links
https://www.themuse.com/companies/cbsinteractive
https://www.instagram.com/cbsinteractive/?hl=en
https://www.youtube.com/channel/UCAvGapyifCtUlmNTagAl_sQ
DESCRIPTION:
Division Overview:
Data plays a central role at CBS Interactive, and as part of the Data & Insights Group (DIG), our Business Intelligence team is a crucial part of our success. It drives business, product, and operational decisions by providing rich data, strategic insights and analytical products. We are looking for an exceptional Business Intelligence Analyst who is passionate about data and entertainment and who thrives in a dynamic and fast-paced environment. The position is anchored around CBS.com with our growing SVOD service CBS All Access, which includes a wealth of established network shows such as NCIS, Blue Bloods, Hawaii Five-0, Madam Secretary to name a few and its increasing Originals’ slate, such as Star Trek: Discovery, The Good Fight, The Twilight Zone, Why Women Kill and many more.
Role Details:
The Business Intelligence Analyst will work within the Entertainment division of CBS Interactive’s Digital Insights Group in our New York office location, providing analyses, insights around the digital performance of CBS’ broadcast programming. Specifically, this analyst will take charge in identifying opportunities and communicating recommendations based on internal and industry trends to various stakeholders. They will be key in synthesising broadcast, digital and social performance to provide stakeholders with a holistic view into our entertainment programming's performance.
Your Day-to-Day:
Define and deliver content related KPI reporting, that will inform programming and creative strategy
Support content strategy, marketing, social, editorial and content teams with needed campaign reporting and analyses
Act as a primary entertainment analyst for content related requests
Present insights and recommendations to the business in a clear, confident and understandable manner
Utilize reporting/visualization tools such as Tableau, Data Studio, Sprinklr to create dashboards for users to self-serve
Research industry trends and communicate how these could potentially impact the business
Key Projects:
Refine and standardize reporting across entertainment programming to provide the business with regular feedback on digital performance
Synthesize broadcast ratings/digital/social to provide holistic picture on programming performance
Forecast the potential impact that programming shifts could have on digital performance and provide recommendations based on findings
Measure performance around show premieres and tentpole events and their respective marketing campaigns
Design reporting templates in analytics tools and service to various departments
QUALIFICATIONS:
What you bring to the team:
You have -
Bachelor’s Degree in a related field or equivalent experience
2-3 years experience in digital marketing/entertainment sector
Demonstrated experience in translating data into insights
Knowledgeable in SQL; Tableau; Adobe Analytics
Proficiency in Microsoft Office (Excel; Powerpoint)
Proficiency in Nielsen TV and Social Ratings
Experience in social analytics tools such as ListenFirst, Sprinklr, Spredfast, Sysomos
Great presentation skills
Great communication skills and ability to articulate concepts to stakeholders at all levels
Ability to work in a fluid environment, against tight deadlines
Interest in television, entertainment and pop culture
EEO STATEMENT:
Equal Opportunity Employer Minorities/Women/Veterans/Disabled",25
